Cas;ID;Admission;Séjour / Congé;Fugue;Provenance;Date de début;Année de début;Séjour;Date de fin;Durée;Date majorité;Destination;Motifs de placement
224;vJRd21cZkKk;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;11.07.2023;2023;;09.10.2023;91;46078;Eltern / Familie;
224;vJRd21cZkKk;Suivi 1;;;;23.08.2023;2023;;11.07.2025;689;46078;;
224;vJRd21cZkKk;;Congé 2;;CSEE_Y Aufnahmegruppe;09.10.2023;2023;;01.03.2024;145;46078;Eltern / Familie;
224;vJRd21cZkKk;;Séjour 2;;Eltern / Familie;09.10.2023;2023;CSEE_Y Aufnahmegruppe;09.10.2023;1;46078;;
224;vJRd21cZkKk;;Séjour 3;;Eltern / Familie;01.03.2024;2024;CSEE_Y Aufnahmegruppe;04.03.2024;4;46078;;
224;vJRd21cZkKk;;Congé 3;;CSEE_Y Aufnahmegruppe;04.03.2024;2024;;11.11.2024;253;46078;Einzelmassnahme Ausland;
224;vJRd21cZkKk;;Congé 4;;CSEE_Y Aufnahmegruppe;11.11.2024;2024;;02.12.2024;22;46078;Eltern / Familie;
224;vJRd21cZkKk;;Séjour 4;;Einzelmassnahme Ausland;11.11.2024;2024;CSEE_Y Aufnahmegruppe;11.11.2024;1;46078;;
224;vJRd21cZkKk;;Séjour 5;;Eltern / Familie;02.12.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;22.01.2025;52;46078;;
224;vJRd21cZkKk;;Congé 5;;CSEE_X Intensivpädagogische  Wohngruppe;22.01.2025;2025;;31.03.2025;69;46078;Eltern / Familie;
225;9xRuFf4Gly2;Admission 1;;;Heimstruktur AEF LUX;03.07.2024;2024;;27.09.2024;87;45590;CSEE Unisec;b c e m 
225;9xRuFf4Gly2;;Séjour 1;;Heimstruktur AEF LUX;03.07.2024;2024;CSEE Unisec;27.09.2024;87;45590;;
225;9xRuFf4Gly2;Admission 2;;;CSEE Unisec;27.09.2024;2024;;30.10.2024;34;45590;CSEE_Z Intensivpädagogische Wohngruppe; 
225;9xRuFf4Gly2;;Séjour 2;;CSEE Unisec;27.09.2024;2024;CSEE Unisec;30.10.2024;34;45590;;
225;9xRuFf4Gly2;Admission 3;;;CSEE Unisec;30.10.2024;2024;;24.12.2024;56;45590;NA;a b c o 
225;9xRuFf4Gly2;;Séjour 3;;CSEE Unisec;30.10.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;24.12.2024;56;45590;;
225;9xRuFf4Gly2;;;Fugue 1;;04.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;06.11.2024;2;45590;;
225;9xRuFf4Gly2;;;Fugue 2;;06.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;08.11.2024;2;45590;;
225;9xRuFf4Gly2;;;Fugue 3;;10.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;16.11.2024;6;45590;;
225;9xRuFf4Gly2;;;Fugue 4;;16.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;17.11.2024;2;45590;;
225;9xRuFf4Gly2;;;Fugue 5;;17.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;22.11.2024;5;45590;;
225;9xRuFf4Gly2;;;Fugue 6;;24.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;28.11.2024;4;45590;;
225;9xRuFf4Gly2;;;Fugue 7;;28.11.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;08.12.2024;11;45590;;
225;9xRuFf4Gly2;;;Fugue 8;;13.12.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;15.12.2024;2;45590;;
225;9xRuFf4Gly2;;;Fugue 9;;16.12.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;24.12.2024;8;45590;;
226;gDwTo4kAXN2;Admission 1;;;Eltern / Familie;12.02.2021;2021;;15.06.2021;124;44341;Heimstruktur AEF LUX; 
226;gDwTo4kAXN2;;Séjour 1;;Eltern / Familie;12.02.2021;2021;CSEE_Y semi-autonome Wohngruppe;18.04.2021;66;44341;;
226;gDwTo4kAXN2;;;Fugue 1;;26.03.2021;2021;CSEE_Y semi-autonome Wohngruppe;27.03.2021;2;44341;;
226;gDwTo4kAXN2;;;Fugue 2;;16.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;18.04.2021;2;44341;;
226;gDwTo4kAXN2;;Séjour 2;;CSEE_Y semi-autonome Wohngruppe;18.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;15.06.2021;59;44341;maj?;
226;gDwTo4kAXN2;;;Fugue 3;;24.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;25.04.2021;2;44341;;
226;gDwTo4kAXN2;;;Fugue 4;;30.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;03.05.2021;3;44341;;
227;DjzO1vmEXGg;Admission 1;;;Eltern / Familie;02.01.2025;2025;;09.04.2025;98;46471;CSEE Unisec;s 
227;DjzO1vmEXGg;;Séjour 1;;Eltern / Familie;02.01.2025;2025;CSEE Unisec;09.04.2025;98;46471;;
227;DjzO1vmEXGg;Admission 2;;;CSEE Unisec;09.04.2025;2025;;;;46471;;s 
227;DjzO1vmEXGg;;Séjour 2;;CSEE Unisec;09.04.2025;2025;CSEE Unisec;;;46471;ongoing;
228;BL94vOyfz5Q;Admission 1;;;Eltern / Familie;27.03.2022;2022;;12.02.2023;323;45621;CSEE Unisec; 
228;BL94vOyfz5Q;;Séjour 1;;Eltern / Familie;27.03.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;13.07.2022;109;45621;;
228;BL94vOyfz5Q;;;Fugue 1;;02.06.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;06.06.2022;5;45621;;
228;BL94vOyfz5Q;;;Fugue 2;;19.06.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;29.06.2022;10;45621;;
228;BL94vOyfz5Q;;;Fugue 3;;02.07.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;11.07.2022;9;45621;;
228;BL94vOyfz5Q;;;Fugue 4;;12.07.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;16.07.2022;4;45621;;
228;BL94vOyfz5Q;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;13.07.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;01.12.2022;142;45621;;
228;BL94vOyfz5Q;;;Fugue 5;;12.09.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;14.09.2022;3;45621;;
228;BL94vOyfz5Q;;;Fugue 6;;15.09.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;19.09.2022;4;45621;;
228;BL94vOyfz5Q;;;Fugue 7;;20.09.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;10.10.2022;20;45621;;
228;BL94vOyfz5Q;;;Fugue 8;;19.10.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;25.10.2022;7;45621;;
228;BL94vOyfz5Q;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;01.12.2022;2022;;01.12.2022;1;45621;Eltern / Familie;
228;BL94vOyfz5Q;Admission 2;;;CSEE_X;12.02.2023;2023;;19.06.2024;494;45621;CSEE_X;c i 
228;BL94vOyfz5Q;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;12.02.2023;2023;CSEE Unisec;04.04.2023;52;45621;;
228;BL94vOyfz5Q;;Congé 2;;CSEE Unisec;04.04.2023;2023;;22.12.2024;629;45621;Eltern / Familie;
228;BL94vOyfz5Q;Admission 3;;;CSEE Unisec;19.06.2024;2024;;22.12.2024;187;45621;majorité; 
228;BL94vOyfz5Q;;Séjour 4;;CSEE Unisec;19.06.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;22.12.2024;187;45621;;
229;xDPzL6CxIq6;Admission 1;;;Eltern / Familie;18.03.2023;2023;;14.06.2025;820;45802;majorité; 
229;xDPzL6CxIq6;;Séjour 1;;Eltern / Familie;18.03.2023;2023;CSEE_Y Aufnahmegruppe;15.05.2023;59;45802;;
229;xDPzL6CxIq6;;Congé 1;;CSEE_Y Aufnahmegruppe;15.05.2023;2023;;18.01.2024;249;45802;Eltern / Familie;
229;xDPzL6CxIq6;Suivi 1;;;;19.10.2023;2023;;04.06.2025;595;45802;;
229;xDPzL6CxIq6;;Séjour 2;;Eltern / Familie;18.01.2024;2024;CSEE_Y Aufnahmegruppe;19.01.2024;2;45802;;
229;xDPzL6CxIq6;;Congé 2;;CSEE_Y Aufnahmegruppe;19.01.2024;2024;;14.06.2025;513;45802;Eltern / Familie;
230;DCXBnTsnWQA;Admission 1;;;Eltern / Familie;28.04.2020;2020;;30.04.2021;368;44433;CSEE Unisec; 
230;DCXBnTsnWQA;;Séjour 1;;Eltern / Familie;28.04.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;06.05.2020;9;44433;;
230;DCXBnTsnWQA;;;Fugue 1;;05.05.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;07.05.2020;3;44433;;
230;DCXBnTsnWQA;;Séjour 2;;CSEE_Y Intensivpädagogische Wohngruppe;06.05.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;08.07.2020;64;44433;;
230;DCXBnTsnWQA;;;Fugue 2;;21.06.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;07.07.2020;16;44433;;
230;DCXBnTsnWQA;;Congé 1;;CSEE_Y Intensivpädagogische Wohngruppe;08.07.2020;2020;;30.04.2021;297;44433;Eltern / Familie;
230;DCXBnTsnWQA;Admission 2;;;Eltern / Familie;30.04.2021;2021;;31.07.2021;93;44433;CSEE Unisec; 
230;DCXBnTsnWQA;;Séjour 3;;Eltern / Familie;30.04.2021;2021;CSEE Unisec;31.07.2021;93;44433;;
230;DCXBnTsnWQA;Admission 3;;;CSEE Unisec;31.07.2021;2021;;05.09.2021;37;44433;majorité; 
230;DCXBnTsnWQA;;Congé 2;;CSEE Unisec;31.07.2021;2021;;05.09.2021;37;44433;Eltern / Familie;
231;OGo0U4cHwf6;Admission 1;;;Heimstruktur AEF LUX;22.06.2023;2023;;;;46290;; 
231;OGo0U4cHwf6;;Séjour 1;;Heimstruktur AEF LUX;22.06.2023;2023;CSEE_Y Aufnahmegruppe;10.05.2024;324;46290;;
231;OGo0U4cHwf6;;;Fugue 1;;22.06.2023;2023;CSEE_Y Aufnahmegruppe;05.11.2023;137;46290;;
231;OGo0U4cHwf6;;;Fugue 2;;05.03.2024;2024;CSEE_Y Aufnahmegruppe;22.03.2024;18;46290;;
231;OGo0U4cHwf6;;Congé 1;;CSEE_Y Aufnahmegruppe;10.05.2024;2024;;18.09.2024;132;46290;Einzelmassnahme Ausland;
231;OGo0U4cHwf6;;Congé 2;;;18.09.2024;2024;;27.09.2024;10;46290;Einzelmassnahme Ausland;
231;OGo0U4cHwf6;;Séjour 2;;Einzelmassnahme Ausland;27.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;28.04.2025;214;46290;;
231;OGo0U4cHwf6;;;Fugue 3;;29.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;28.11.2024;60;46290;;
231;OGo0U4cHwf6;;;Fugue 4;;30.11.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;31.03.2025;121;46290;;
231;OGo0U4cHwf6;;;Fugue 5;;02.04.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;28.04.2025;27;46290;;
231;OGo0U4cHwf6;;Congé 3;;CSEE_X Intensivpädagogische  Wohngruppe;28.04.2025;2025;;;;46290;;
231;OGo0U4cHwf6;Suivi 1;;;;02.05.2025;2025;;;;46290;ongoing?;
232;XtoixSEQ6Pw;Admission 1;;;CPL;21.07.2025;2025;;;;45925;;f i 
232;XtoixSEQ6Pw;;Séjour 1;;CPL;21.07.2025;2025;CSEE_Z Intensivpädagogische Wohngruppe;;;45925;;
232;XtoixSEQ6Pw;;;Fugue 1;;45897;2025;CSEE_Z Intensivpädagogische Wohngruppe;;;45925;ongoing?;
233;hj0Z2GKI5sE;Admission 1;;;Eltern / Familie;16.05.2023;2023;;08.03.2024;298;45894;CSEE Unisec; 
233;hj0Z2GKI5sE;;Séjour 1;;Eltern / Familie;16.05.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;01.12.2023;200;45894;;
233;hj0Z2GKI5sE;;;Fugue 1;;16.05.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;22.05.2023;6;45894;;
233;hj0Z2GKI5sE;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;01.12.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;08.03.2024;99;45894;;
233;hj0Z2GKI5sE;;;Fugue 2;;31.12.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;01.01.2024;2;45894;;
233;hj0Z2GKI5sE;;;Fugue 3;;24.01.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;08.03.2024;45;45894;;
233;hj0Z2GKI5sE;Admission 2;;;CSEE_X Intensivpädagogische  Wohngruppe;08.03.2024;2024;;05.06.2024;90;45894;CSEE Unisec;a b c e g h 
233;hj0Z2GKI5sE;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;08.03.2024;2024;CSEE Unisec;05.06.2024;90;45894;;
233;hj0Z2GKI5sE;Admission 3;;;CSEE Unisec;05.06.2024;2024;;45923;476;45894;majorité;b c e h 
233;hj0Z2GKI5sE;;Séjour 4;;CSEE Unisec;05.06.2024;2024;CSEE Unisec;25.08.2024;82;45894;;
233;hj0Z2GKI5sE;;Congé 1;;CSEE Unisec;25.08.2024;2024;;26.11.2024;94;45894;Einzelmassnahme Ausland;
233;hj0Z2GKI5sE;;Congé 2;;;26.11.2024;2024;;03.03.2025;98;45894;Einzelmassnahme Ausland;
233;hj0Z2GKI5sE;;Congé 3;;;03.03.2025;2025;;28.05.2025;87;45894;Einzelmassnahme Ausland;
233;hj0Z2GKI5sE;;Congé 4;;;28.05.2025;2025;;02.06.2025;6;45894;Einzelmassnahme Ausland;
233;hj0Z2GKI5sE;;Congé 5;;;02.06.2025;2025;;23.09.2025;114;45894;Einzelmassnahme Ausland;
234;BvMAxrqX6tI;Admission 1;;;NA;07.05.2023;2023;;25.05.2023;19;45163;NA;g 
234;BvMAxrqX6tI;;Séjour 1;;;07.05.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;25.05.2023;19;45163;maj?;
234;BvMAxrqX6tI;;;Fugue 1;;08.05.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;25.05.2023;17;45163;;
235;DVvGK3oCtaA;Admission 1;;;Eltern / Familie;26.09.2020;2020;;21.12.2021;452;44982;CSEE Unisec; 
235;DVvGK3oCtaA;;Séjour 1;;Eltern / Familie;26.09.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;25.10.2020;30;44982;;
235;DVvGK3oCtaA;;;Fugue 1;;02.10.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;03.10.2020;2;44982;;
235;DVvGK3oCtaA;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;25.10.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;10.02.2021;109;44982;;
235;DVvGK3oCtaA;;;Fugue 2;;24.01.2021;2021;CSEE_Y Intensivpädagogische Wohngruppe;26.01.2021;2;44982;;
235;DVvGK3oCtaA;;Séjour 3;;CSEE_Y Intensivpädagogische Wohngruppe;10.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;18.04.2021;68;44982;;
235;DVvGK3oCtaA;;;Fugue 3;;13.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;18.02.2021;5;44982;;
235;DVvGK3oCtaA;;;Fugue 4;;20.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;21.02.2021;2;44982;;
235;DVvGK3oCtaA;;;Fugue 5;;25.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;26.02.2021;2;44982;;
235;DVvGK3oCtaA;;Séjour 4;;CSEE_X Intensivpädagogische  Wohngruppe;18.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;31.05.2021;44;44982;;
235;DVvGK3oCtaA;;;Fugue 6;;23.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;26.04.2021;3;44982;;
235;DVvGK3oCtaA;;;Fugue 7;;28.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;29.04.2021;2;44982;;
235;DVvGK3oCtaA;;;Fugue 8;;14.05.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;21.05.2021;7;44982;;
235;DVvGK3oCtaA;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;31.05.2021;2021;;23.09.2021;116;44982;"Psychiatrische Einrichtung LUX
";
235;DVvGK3oCtaA;;;Fugue 9;;15.09.2021;2021;;17.09.2021;2;44982;;
235;DVvGK3oCtaA;;Congé 2;;;23.09.2021;2021;;20.12.2021;89;44982;Eltern / Familie;
235;DVvGK3oCtaA;;Séjour 5;;Eltern / Familie;20.12.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;21.12.2021;2;44982;;
235;DVvGK3oCtaA;Admission 2;;;Eltern / Familie;21.12.2021;2021;;28.02.2022;70;44982;CSEE Unisec; 
235;DVvGK3oCtaA;;Séjour 6;;Eltern / Familie;21.12.2021;2021;CSEE Unisec;28.02.2022;70;44982;;
235;DVvGK3oCtaA;Admission 3;;;CSEE Unisec;28.02.2022;2022;;16.03.2023;382;44982;majorité;b c 
235;DVvGK3oCtaA;;Séjour 7;;CSEE Unisec;28.02.2022;2022;CSEE Unisec;18.05.2022;80;44982;;
235;DVvGK3oCtaA;;Congé 3;;CSEE Unisec;18.05.2022;2022;;29.06.2022;43;44982;NA;
235;DVvGK3oCtaA;;Congé 4;;;29.06.2022;2022;;;;44982;;
236;epxxxK8h202;Admission 1;;;Eltern / Familie;19.08.2021;2021;;06.07.2022;322;44737;majorité; 
236;epxxxK8h202;;Séjour 1;;Eltern / Familie;19.08.2021;2021;CSEE_Y semi-autonome Wohngruppe;04.04.2022;229;44737;;
236;epxxxK8h202;;Congé 1;;CSEE_Y semi-autonome Wohngruppe;04.04.2022;2022;;06.07.2022;94;44737;Eltern / Familie;
237;nAVhsapriXs;Admission 1;;;Eltern / Familie;22.09.2022;2022;;16.05.2023;237;45041;majorité; 
237;nAVhsapriXs;;Séjour 1;;Eltern / Familie;22.09.2022;2022;CSEE_Y Aufnahmegruppe;02.02.2023;134;45041;;
237;nAVhsapriXs;;;Fugue 1;;16.10.2022;2022;CSEE_Y Aufnahmegruppe;19.10.2022;4;45041;;
237;nAVhsapriXs;;;Fugue 2;;20.10.2022;2022;CSEE_Y Aufnahmegruppe;06.11.2022;17;45041;;
237;nAVhsapriXs;;;Fugue 3;;23.12.2022;2022;CSEE_Y Aufnahmegruppe;28.12.2022;6;45041;;
237;nAVhsapriXs;;;Fugue 4;;21.01.2023;2023;CSEE_Y Aufnahmegruppe;22.01.2023;2;45041;;
237;nAVhsapriXs;;Congé 1;;CSEE_Y Aufnahmegruppe;02.02.2023;2023;;16.02.2023;15;45041;"Psychiatrische Einrichtung LUX
";
237;nAVhsapriXs;;Séjour 2;;"Psychiatrische Einrichtung LUX
";16.02.2023;2023;CSEE_Y Aufnahmegruppe;17.02.2023;2;45041;;
237;nAVhsapriXs;;Congé 2;;CSEE_Y Aufnahmegruppe;16.02.2023;2023;;16.05.2023;90;45041;Eltern / Familie;
237;nAVhsapriXs;;Séjour 3;;CSEE_Y Aufnahmegruppe;17.02.2023;2023;CSEE_Y Aufnahmegruppe;16.02.2023;2;45041;;
238;s7llJOzZqzg;Admission 1;;;Eltern / Familie;28.09.2024;2024;;14.10.2024;17;46593;CSEE_X; 
238;s7llJOzZqzg;;Séjour 1;;Eltern / Familie;28.09.2024;2024;CSEE_Y Aufnahmegruppe;14.10.2024;17;46593;;
238;s7llJOzZqzg;Admission 2;;;CSEE_X Intensivpädagogische  Wohngruppe;14.10.2024;2024;;;;46593;;a b c l 
238;s7llJOzZqzg;;Séjour 2;;CSEE Unisec;14.10.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;03.09.2025;325;46593;ongoing;
238;s7llJOzZqzg;;;Fugue 1;;07.02.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;09.02.2025;3;46593;;
238;s7llJOzZqzg;;;Fugue 2;;10.03.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;20.03.2025;10;46593;;
238;s7llJOzZqzg;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;03.09.2025;2025;;;;46593;;
239;tmVUDARLiUw;Admission 1;;;;18.03.2022;2022;;29.04.2022;43;45498;CSEE_Z Intensivpädagogische Wohngruppe; 
239;tmVUDARLiUw;;Séjour 1;;;18.03.2022;2022;CSEE Unisec;29.04.2022;43;45498;;
239;tmVUDARLiUw;Admission 2;;;CSEE Unisec;29.04.2022;2022;;12.07.2022;75;45498;NA; 
239;tmVUDARLiUw;;Séjour 2;;CSEE Unisec;29.04.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;12.07.2022;75;45498;;
239;tmVUDARLiUw;;;Fugue 1;;29.04.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;12.07.2022;74;45498;;
240;BGnfO3Cbd3w;Admission 1;;;Heimstruktur AEF LUX;08.01.2024;2024;;;;45863;; 
240;BGnfO3Cbd3w;;Séjour 1;;Heimstruktur AEF LUX;08.01.2024;2024;CSEE_Y Aufnahmegruppe;30.05.2024;144;45863;;
240;BGnfO3Cbd3w;Suivi 1;;;;07.03.2024;2024;;09.09.2025;552;45863;;
240;BGnfO3Cbd3w;;Congé 1;;CSEE_Y Aufnahmegruppe;30.05.2024;2024;;30.08.2024;93;45863;Eltern / Familie;
240;BGnfO3Cbd3w;;Séjour 2;;Eltern / Familie;30.08.2024;2024;CSEE_Y Aufnahmegruppe;04.09.2024;6;45863;;
240;BGnfO3Cbd3w;;Congé 2;;CSEE_Y Aufnahmegruppe;04.09.2024;2024;;30.11.2024;88;45863;Eltern / Familie;
240;BGnfO3Cbd3w;;Séjour 3;;Eltern / Familie;30.11.2024;2024;CSEE_Y Aufnahmegruppe;01.12.2024;2;45863;;
240;BGnfO3Cbd3w;;Congé 3;;CSEE_Y Aufnahmegruppe;01.12.2024;2024;;31.01.2025;62;45863;Eltern / Familie;
240;BGnfO3Cbd3w;;Séjour 4;;Eltern / Familie;31.01.2025;2025;CSEE_Y Aufnahmegruppe;31.01.2025;1;45863;;
240;BGnfO3Cbd3w;;Congé 4;;CSEE_Y Aufnahmegruppe;31.01.2025;2025;;;;45863;;
241;Xk4mpwPKYxQ;Admission 1;;;CPL;15.05.2025;2025;;22.08.2025;100;45986;NA; 
241;Xk4mpwPKYxQ;;Séjour 1;;CPL;15.05.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;22.08.2025;100;45986;ongoing;
241;Xk4mpwPKYxQ;;;Fugue 1;;16.05.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;19.05.2025;3;45986;;
241;Xk4mpwPKYxQ;;;Fugue 2;;20.05.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;21.05.2025;2;45986;;
241;Xk4mpwPKYxQ;;;Fugue 3;;22.05.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;24.05.2025;2;45986;;
241;Xk4mpwPKYxQ;;;Fugue 4;;26.05.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;17.06.2025;23;45986;;
241;Xk4mpwPKYxQ;;;Fugue 5;;19.06.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;24.06.2025;5;45986;;
241;Xk4mpwPKYxQ;;;Fugue 6;;25.06.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;22.08.2025;59;45986;;
242;jCuwgfcJGVI;Admission 1;;;Eltern / Familie;09.08.2024;2024;;;;45925;; 
242;jCuwgfcJGVI;;Séjour 1;;Eltern / Familie;09.08.2024;2024;CSEE_Y semi-autonome Wohngruppe;10.07.2025;336;45925;;
242;jCuwgfcJGVI;;;Fugue 1;;26.08.2024;2024;CSEE_Y semi-autonome Wohngruppe;27.08.2024;2;45925;;
242;jCuwgfcJGVI;;;Fugue 2;;03.09.2024;2024;CSEE_Y semi-autonome Wohngruppe;17.09.2024;15;45925;;
242;jCuwgfcJGVI;;;Fugue 3;;19.09.2024;2024;CSEE_Y semi-autonome Wohngruppe;30.09.2024;12;45925;;
242;jCuwgfcJGVI;;;Fugue 4;;02.12.2024;2024;CSEE_Y semi-autonome Wohngruppe;03.12.2024;2;45925;;
242;jCuwgfcJGVI;;;Fugue 5;;03.12.2024;2024;CSEE_Y semi-autonome Wohngruppe;04.12.2024;2;45925;;
242;jCuwgfcJGVI;;;Fugue 6;;06.12.2024;2024;CSEE_Y semi-autonome Wohngruppe;10.12.2024;4;45925;;
242;jCuwgfcJGVI;;;Fugue 7;;10.12.2024;2024;CSEE_Y semi-autonome Wohngruppe;13.12.2024;4;45925;;
242;jCuwgfcJGVI;;;Fugue 8;;27.12.2024;2024;CSEE_Y semi-autonome Wohngruppe;02.01.2025;6;45925;;
242;jCuwgfcJGVI;;;Fugue 9;;20.01.2025;2025;CSEE_Y semi-autonome Wohngruppe;27.01.2025;7;45925;;
242;jCuwgfcJGVI;;;Fugue 10;;28.01.2025;2025;CSEE_Y semi-autonome Wohngruppe;10.02.2025;14;45925;;
242;jCuwgfcJGVI;;;Fugue 11;;05.03.2025;2025;CSEE_Y semi-autonome Wohngruppe;08.03.2025;3;45925;;
242;jCuwgfcJGVI;;;Fugue 12;;13.03.2025;2025;CSEE_Y semi-autonome Wohngruppe;17.03.2025;4;45925;;
242;jCuwgfcJGVI;;;Fugue 13;;24.03.2025;2025;CSEE_Y semi-autonome Wohngruppe;31.03.2025;7;45925;;
242;jCuwgfcJGVI;;;Fugue 14;;01.04.2025;2025;CSEE_Y semi-autonome Wohngruppe;13.04.2025;12;45925;;
242;jCuwgfcJGVI;;;Fugue 15;;13.04.2025;2025;CSEE_Y semi-autonome Wohngruppe;14.04.2025;2;45925;;
242;jCuwgfcJGVI;;;Fugue 16;;27.04.2025;2025;CSEE_Y semi-autonome Wohngruppe;29.04.2025;2;45925;;
242;jCuwgfcJGVI;;;Fugue 17;;30.04.2025;2025;CSEE_Y semi-autonome Wohngruppe;05.05.2025;5;45925;;
242;jCuwgfcJGVI;;;Fugue 18;;12.05.2025;2025;CSEE_Y semi-autonome Wohngruppe;21.05.2025;10;45925;;
242;jCuwgfcJGVI;;;Fugue 19;;24.06.2025;2025;CSEE_Y semi-autonome Wohngruppe;27.06.2025;3;45925;;
242;jCuwgfcJGVI;Suivi 1;;;;01.07.2025;2025;CSEE_Y semi-autonome Wohngruppe;;;45925;;
242;jCuwgfcJGVI;;;Fugue 20;;01.07.2025;2025;CSEE_Y semi-autonome Wohngruppe;02.07.2025;2;45925;;
242;jCuwgfcJGVI;;;Fugue 21;;04.07.2025;2025;CSEE_Y semi-autonome Wohngruppe;06.07.2025;3;45925;;
242;jCuwgfcJGVI;;Congé 1;;CSEE_Y semi-autonome Wohngruppe;10.07.2025;2025;;;;45925;ongoing;
243;MIp2ivTEFyY;Admission 1;;;;21.06.2024;2024;;22.06.2024;2;48024;; 
243;MIp2ivTEFyY;;Séjour 1;;;21.06.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;22.06.2024;2;48024;Heimstruktur AEF LUX;
244;zbPiILN16uY;Admission 1;;;Heimstruktur AEF LUX;27.09.2022;2022;;13.12.2022;78;46593;"Psychiatrische Einrichtung LUX
";b c 
244;zbPiILN16uY;;Séjour 1;;Heimstruktur AEF LUX;27.09.2022;2022;CSEE Unisec;13.12.2022;78;46593;;
244;zbPiILN16uY;;Congé 1;;CSEE Unisec;13.12.2022;2022;;28.04.2025;868;46593;"Psychiatrische Einrichtung LUX
";
244;zbPiILN16uY;Admission 2;;;"Psychiatrische Einrichtung LUX
";28.04.2025;2025;;;;46593;;b c e 
